x,y,heading,curvature
0.9300,0.1759,-0.013121,0.995210
0.9800,0.1765,0.041153,0.482930
1.0300,0.1800,0.035279,-0.410993
1.0800,0.1800,0.000000,-0.352938
1.1300,0.1800,0.000000,0.352938
1.1800,0.1800,0.035279,0.410993
1.2300,0.1835,0.041153,-0.482930
1.2800,0.1841,-0.013121,-0.995210
1.3300,0.1822,-0.058305,-0.810328
1.3800,0.1783,-0.094290,-0.625075
1.4300,0.1728,-0.121124,-0.787850
1.4800,0.1661,-0.173355,-0.652988
1.5300,0.1552,-0.187806,0.038613
1.5800,0.1471,-0.169401,0.365477
1.6300,0.1381,-0.151368,0.782573
1.6835,0.1313,-0.086701,1.632213
1.7341,0.1291,0.021688,2.506158
1.7857,0.1335,0.166446,3.089194
1.8359,0.1462,0.344000,3.719838
1.8826,0.1682,0.549709,3.743676
1.9243,0.2003,0.742755,3.627679
1.9562,0.2357,0.910323,3.183665
1.9841,0.2774,1.044507,2.446474
2.0075,0.3241,1.162977,2.039174
2.0260,0.3743,1.262707,1.645223
2.0399,0.4259,1.341606,1.399507
2.0498,0.4765,1.407974,1.286455
2.0570,0.5300,1.478836,0.752830
2.0594,0.5800,1.485484,-0.190979
2.0655,0.6300,1.459494,-0.581820
2.0705,0.6800,1.426999,-0.750038
2.0800,0.7300,1.383864,-0.334812
2.0895,0.7800,1.392616,0.681505
2.0980,0.8300,1.453688,1.112560
2.1012,0.8800,1.504378,-0.089900
2.1047,0.9300,1.444771,-1.285652
2.1139,0.9800,1.375142,-0.512492
2.1245,1.0300,1.391739,0.219875
2.1320,1.0800,1.397441,-0.289736
2.1420,1.1300,1.362548,-0.093233
2.1531,1.1800,1.387799,0.204065
2.1605,1.2300,1.383338,-1.087931
2.1728,1.2835,1.276272,-1.344060
2.1921,1.3341,1.231816,0.122487
2.2076,1.3822,1.294974,1.495921
2.2187,1.4283,1.378788,2.050601
2.2252,1.4728,1.483947,2.617429
2.2264,1.5161,1.608128,2.131276
2.2219,1.5588,1.665146,0.929971
2.2183,1.6012,1.687226,0.977139
2.2120,1.6439,1.747778,1.337382
2.2029,1.6872,1.803494,0.342097
2.1912,1.7317,1.781036,-0.933821
2.1836,1.7778,1.718206,-1.011145
2.1772,1.8259,1.684472,-1.449532
2.1724,1.8765,1.577750,-1.747725
2.1765,1.9300,1.497067,-0.421750
2.1800,1.9800,1.535517,0.750840
2.1800,2.0300,1.570796,0.352938
2.1800,2.0800,1.570796,0.000000
2.1800,2.1300,1.570796,0.000000
2.1800,2.1800,1.570796,-0.000000
2.1800,2.2300,1.570796,-0.000000
2.1800,2.2800,1.570796,0.000000
2.1800,2.3300,1.570796,0.000000
2.1800,2.3800,1.570796,0.000000
2.1800,2.4300,1.570796,-0.352938
2.1800,2.4800,1.535517,-0.410993
2.1835,2.5300,1.529643,0.130888
2.1841,2.5800,1.548628,0.230597
2.1857,2.6300,1.552699,0.540055
2.1859,2.6800,1.600945,1.244753
2.1826,2.7335,1.682455,1.843432
2.1743,2.7841,1.799202,2.529371
2.1597,2.8322,1.936133,2.648746
2.1382,2.8783,2.059330,2.121361
2.1097,2.9263,2.161201,1.774166
2.0743,2.9738,2.266161,1.728837
2.0326,3.0186,2.371802,1.680394
1.9859,3.0594,2.475397,1.439020
1.9357,3.0948,2.549907,1.263766
1.8841,3.1278,2.634156,1.946822
1.8335,3.1516,2.781251,2.561606
1.7800,3.1670,2.918947,2.418129
1.7300,3.1751,3.038341,2.181575
1.6800,3.1774,3.132543,1.778048
1.6300,3.1760,-3.067520,1.786117
1.5800,3.1700,-2.972191,1.572992
1.5300,3.1589,-2.907503,0.574718
1.4800,3.1461,-2.912218,-0.204749
1.4300,3.1355,-2.928584,-0.490093
1.3800,3.1245,-2.962536,-0.564777
1.3300,3.1174,-2.985851,-0.056713
1.2800,3.1088,-2.968237,0.086488
1.2300,3.0999,-2.977031,-0.108598
1.1800,3.0922,-2.979234,0.347893
1.1300,3.0835,-2.942023,0.455899
1.0800,3.0719,-2.932478,0.207541
1.0300,3.0623,-2.920817,0.533819
0.9800,3.0495,-2.878176,0.171048
0.9300,3.0353,-2.902799,-0.232427
0.8800,3.0252,-2.901944,0.858614
0.8300,3.0109,-2.816452,1.482343
0.7800,2.9914,-2.745196,0.773145
0.7300,2.9690,-2.730777,0.090974
0.6800,2.9479,-2.735192,0.049749
0.6300,2.9260,-2.725394,0.139035
0.5800,2.9037,-2.719962,0.059740
0.5300,2.8812,-2.718834,-0.018521
0.4800,2.8587,-2.721997,0.306103
0.4300,2.8366,-2.697809,0.149224
0.3300,2.7874,-2.684634,-0.805846
